rank	name	verdict
6758	pynvim	
6759	flake8-fixme	notp
6760	darts	notp
6761	robotframework-excellib	notp
6762	django-autoslug	notp
6763	colorzero	notp
6764	types-aiobotocore-iam	notp
6765	nvidia-cusolver	
6766	python-sonarqube-api	
6767	slugify	notp
6768	djoser	notp
6769	spaces	notp
6770	dagster-gcp-pandas	
6771	pymc3	tp
6772	agate-dbf	
6773	pyrdfa3	notp
6774	p4python	
6775	pytd	notp
6776	mne	tp
6777	csvkit	tp
6778	cogames	
6779	django-rest-passwordreset	notp
6780	databricks-bundles	
6781	socketswap	notp
6782	tsfresh	notp
6783	dbos	
6784	deap	
6785	numpydantic	notp
6786	aiodynamo	tp
6787	demjson3	
6788	pyproject-flake8	tp
6789	squarify	notp
6790	airbyte-source-declarative-manifest	notp
6791	ipyvuetify	notp
6792	ceja	
6793	clickhouse-migrations	notp
6794	webexteamssdk	tp
6795	cmake-format	
6796	grafeas	tp
6797	faicons	notp
6798	scrapy-playwright	notp
6799	morecantile	notp
6800	microsoft-agents-hosting-core	notp
6801	llama-index-vector-stores-postgres	
6802	bittensor-drand	
6803	cmeel-octomap	tp
6804	airflow-powerbi-plugin	notp
6805	microsoft-agents-activity	notp
6806	django-jsonform	
6807	spandrel-extra-arches	
6808	btrees	tp
6809	azure-ai-translation-document	notp
6810	hierarchical-conf	notp
6811	jaxley	
6812	pysolr	tp
6813	asyncua	tp
6814	py-sr25519-bindings	notp
6815	dbt-trino	tp
6816	multiaddr	notp
6817	cowsay	notp
6818	django-solo	notp
6819	monai	notp
6820	plette	notp
6821	lib	
6822	pypac	tp
6823	langchain-elasticsearch	tp
6824	backoff-utils	notp
6825	gpiozero	notp
6826	django-classy-tags	tp
6827	starrocks	notp
6828	ovito	
6829	viser	notp
6830	bleach-allowlist	notp
6831	acryl-great-expectations	tp
6832	authy	notp
6833	reretry	notp
6834	sklearn-crfsuite	notp
6835	gemmi	notp
6836	rdt	tp
6837	tridiax	
6838	persistent	tp
6839	pycti	notp
6840	cmeel-zlib	tp
6841	cmeel-console-bridge	tp
6842	kuzu	tp
6843	surya-ocr	notp
6844	cmeel-qhull	tp
6845	asv	notp
6846	types-ldap3	notp
6847	antsibull-changelog	notp
6848	rosettasciio	tp
6849	rlbot	tp
6850	newspaper4k	
6851	pypdftk	notp
6852	salt-lint	notp
6853	healpy	notp
6854	torch-npu	
6855	owlrl	
6856	phonemizer	
6857	semantic-text-splitter	notp
6858	libnacl	notp
6859	later	notp
6860	chiabip158	tp
6861	betterproto2	tp
6862	mypy-gitlab-code-quality	notp
6863	timedelta	notp
6864	s3tokenizer	notp
6865	fast-array-utils	tp
6866	sortedcollections	
6867	traceback-with-variables	notp
6868	pycapnp	notp
6869	meltanolabs-target-snowflake	
6870	resize-right	
6871	mip	tp
6872	ast-comments	
6873	securesystemslib	tp
6874	simhash	
6875	mscerts	notp
6876	transparent-background	notp
6877	mt-940	notp
6878	typedspark	notp
6879	aiohttp-client-cache	tp
6880	nvidia-modelopt	notp
6881	django-braces	notp
6882	transformer-engine-cu12	
6883	pylibmc	
6884	flake8-functions	notp
6885	descript-audiotools	
6886	bubus-py310x	notp
6887	cachier	notp
6888	retry-decorator	notp
6889	rio-tiler	tp
6890	types-polib	notp
6891	mr-proper	notp
6892	nvidia-nvshmem-cu13	
6893	hierarchicalforecast	tp
6894	firebolt-sdk	notp
6895	aiocontextvars	notp
6896	uroman	
6897	dagster-azure	
6898	qianfan	notp
6899	jsonschema-pydantic	notp
6900	pylru	notp
6901	threaded	tp
6902	pulumi-azuread	notp
6903	panzi-json-logic	notp
6904	blackduck	notp
6905	indic-numtowords	notp
6906	pyqtwebengine-qt5	
6907	petname	notp
6908	zipstream-ng	notp
6909	sshconf	
6910	python-neutronclient	
6911	ahocorasick-rs	tp
6912	benchling-api-client	
6913	nipype	
6914	keyrings-cryptfile	notp
6915	pyclibrary	tp
6916	flake8-class-attributes-order	tp
6917	cloudant	notp
6918	httpagentparser	notp
6919	trame-vuetify	
6920	openinference-instrumentation-agno	notp
6921	zipcodes	notp
6922	dask-histogram	notp
6923	conllu	
6924	h3-pyspark	notp
6925	jsonslicer	notp
6926	dash-extensions	notp
6927	celery-stubs	notp
6928	pygeodesy	
6929	plotille	notp
6930	sqids	
6931	semantic-router	
6932	sb3-contrib	notp
6933	couchdb	notp
6934	django-annoying	notp
6935	blosc	notp
6936	fastnumbers	
6937	testscenarios	
6938	pyspark-stubs	notp
6939	spider-client	notp
6940	pandasai	notp
6941	bt-decode	tp
6942	beautifulsoup	
6943	torchtune	notp
6944	azure-ml-component	
6945	browserstack-local	notp
6946	mssql-python	notp
6947	mssql-django	notp
6948	comfyui-manager	notp
6949	sanitize-filename	
6950	wagon	notp
6951	pylsp-mypy	notp
6952	githead	tp
6953	sphinxcontrib-video	notp
6954	ipwhois	notp
6955	deprecat	notp
6956	flake8-annotations-complexity	tp
6957	dsnparse	notp
6958	descript-audio-codec	notp
6959	json-schema-to-pydantic	tp
6960	pytest-tornasync	notp
6961	pyspark-test	notp
6962	yamlordereddictloader	notp
6963	asv-runner	tp
6964	flake8-tidy-imports	tp
6965	pyiqa	notp
6966	classify-imports	notp
6967	sphinx-last-updated-by-git	tp
6968	usearch	tp
6969	oslo-service	
6970	types-typed-ast	notp
6971	airflow-exporter	tp
6972	qpd	
6973	agent-framework	notp
6974	entsoe-py	notp
6975	flake8-use-fstring	
6976	hashin	notp
6977	vonage	notp
6978	transformer-engine	
6979	harbor	
6980	apache-airflow-providers-apache-hive	notp
6981	sahi	notp
6982	versioneer-518	
6983	captcha	tp
6984	ipyleaflet	notp
6985	jpholiday	notp
6986	boruta	tp
6987	bloomfilter-py	
6988	pysrt	notp
6989	airbyte-protocol-models-pdv2	notp
6990	robocorp-log	tp
6991	dbldatagen	tp
6992	apache-airflow-providers-apache-druid	notp
6993	m2r2	notp
6994	optimum-onnx	notp
6995	webdav4	tp
6996	pyangbind	tp
6997	discord	notp
6998	django-grappelli	notp
6999	cwltool	notp
7000	mozfile	
7001	pyheif	notp
7002	ecmwf-datastores-client	tp
7003	svgelements	notp
7004	pbspark	notp
7005	linearmodels	notp
7006	pygwalker	notp
7007	vocos	notp
7008	garth	tp
7009	parquet	notp
7010	pysubs2	notp
7011	local-attention	
7012	files-com	
7013	bittensor-wallet	notp
7014	pytest-structlog	notp
7015	fluent-pygments	notp
7016	srt	notp
7017	drf-extra-fields	notp
7018	cf-xarray	tp
7019	sphinxcontrib-openapi	notp
7020	truss-transfer	tp
7021	keras-hub	notp
7022	openqasm3	notp
7023	python-gdcm	notp
7024	awscli-plugin-s3-proxy	
7025	flake8-debugger	notp
7026	scikeras	notp
7027	pyparser	
7028	streamlit-folium	
7029	baml-py	tp
7030	pyaml-env	notp
7031	dbl-discoverx	
7032	aioshutil	notp
7033	akeyless	
7034	faiss-gpu	tp
7035	mkdocs-embed-external-markdown	notp
7036	peewee-migrate	notp
7037	ruamel-base	
7038	django-upgrade	tp
7039	driftpy	notp
7040	s2sphere	
7041	types-mypy-extensions	notp
7042	zope-sqlalchemy	notp
7043	django-tree-queries	notp
7044	github-copilot-sdk	tp
7045	pysealer	notp
7046	stopit	
7047	jupyter-contrib-nbextensions	notp
7048	dask-cuda	notp
7049	control	notp
7050	agent-framework-redis	notp
7051	pyexecjs	notp
7052	bellows	notp
7053	sb-cli	notp
7054	sng4onnx	notp
7055	ipyaggrid	notp
7056	config-formatter	notp
7057	htpy	tp
7058	posix-ipc	tp
7059	mkdocs-open-in-new-tab	notp
7060	simple-ddl-parser	notp
7061	picobox	tp
7062	warlock	notp
7063	splunk-opentelemetry	
7064	paramiko-expect	notp
7065	tardis-dev	notp
7066	agent-framework-devui	notp
7067	objectory	notp
7068	ops	tp
7069	accumulation-tree	notp
7070	hachoir	notp
7071	pyshacl	notp
7072	rechunker	notp
7073	bip32	notp
7074	markdown-pdf	notp
7075	linkchecker	tp
7076	zhipuai	
7077	django-tailwind	tp
7078	ttp	notp
7079	shimmy	notp
7080	apispec-oneofschema	
7081	pythonping	notp
7082	bumpver	notp
7083	types-factory-boy	notp
7084	triton-ascend	
7085	gpsoauth	notp
7086	flake8-use-pathlib	
7087	reuse	notp
7088	packaging-legacy	tp
7089	junos-eznc	
7090	agentmail	
7091	pychrome	notp
7092	types-aiobotocore-acm	notp
7093	interpret	tp
7094	pinterest-generated-client	notp
7095	pypi-simple	notp
7096	edk2-pytool-library	notp
7097	translate-toolkit	tp
7098	tensorflow-intel	
7099	pettingzoo	notp
7100	langchain-unstructured	tp
7101	agent-framework-mem0	notp
7102	django-bootstrap5	tp
7103	zha-quirks	notp
7104	zendriver	
7105	typer-config	
7106	pytest-cpp	tp
7107	lexid	notp
7108	mosek	
7109	bsdiff4	notp
7110	property-cached	notp
7111	pyudorandom	
7112	benchling-sdk	
7113	aiven-client	notp
7114	rule-engine	notp
7115	harness-featureflags	notp
7116	django-sekizai	notp
7117	pinterest-api-sdk	notp
7118	streamingjson	notp
7119	nvidia-curand	
7120	sip	notp
7121	scipy-openblas32	tp
7122	iniparse	notp
7123	neotime	
7124	openinference-instrumentation-llama-index	notp
7125	neomodel	notp
7126	jupyter-contrib-core	notp
7127	openinference-instrumentation-google-adk	notp
7128	ipinfo	tp
7129	aiotask-context	
7130	base64io	
7131	sgl-kernel	notp
7132	excel	
7133	pymilvus-model	notp
7134	queries	notp
7135	structlog-gcp	tp
7136	noiseprotocol	notp
7137	lightkube-models	notp
7138	cdk8s	tp
7139	async-interrupt	tp
7140	rio-cogeo	tp
7141	aioftp	tp
7142	atlassian-jwt-auth	notp
7143	ptable	notp
7144	argilla	
7145	delayed-assert	tp
7146	websockify	notp
7147	pymobiledevice3	tp
7148	spsdk	tp
7149	esprima	notp
7150	aiojobs	notp
7151	futurist	
7152	gradio-rangeslider	
7153	robocorp-tasks	tp
7154	rbloom	notp
7155	agent-framework-azure-ai-search	notp
7156	fuzzyset2	tp
7157	azure-ai-vision-imageanalysis	notp
7158	hyperscript	tp
7159	sphinxemoji	notp
7160	clarifai-protocol	
7161	dj-stripe	notp
7162	tesserocr	notp
7163	daemonize	notp
7164	vegafusion	notp
7165	apache-airflow-providers-openai	notp
7166	eth-bloom	notp
7167	pywatchman	notp
7168	loman	notp
7169	python-snap7	
7170	click-configfile	notp
7171	cirq-core	notp
7172	formencode	
7173	sphinx-inline-tabs	notp
7174	uiautomator2	notp
7175	voxel51-eta	tp
7176	whichcraft	notp
7177	libarchive-c	notp
7178	pytest-arraydiff	notp
7179	mozterm	
7180	nvidia-cufft	
7181	plotbin	
7182	pyclean	notp
7183	cmreshandler	notp
7184	pymeshlab	notp
7185	rtp	tp
7186	workadays	
7187	reverse-geocoder	notp
7188	semantic-link	
7189	django-q2	notp
7190	ordereddict	
7191	semantic-link-functions-phonenumbers	notp
7192	semantic-link-functions-holidays	notp
7193	semantic-link-functions-validators	notp
7194	loess	
7195	semantic-link-functions-meteostat	notp
7196	semantic-link-functions-geopandas	notp
7197	zigpy-znp	notp
7198	countryinfo	tp
7199	sybil	tp
7200	pluralizer	notp
7201	mf2py	
7202	html-to-json	notp
7203	ngcsdk	
7204	keras-nightly	notp
7205	types-pysaml2	notp
7206	pulumi-postgresql	notp
7207	pymongo-inmemory	notp
7208	robocorp	tp
7209	binary	
7210	waiter	tp
7211	airtable-python-wrapper	tp
7212	misaki	
7213	pytest-timestamper	notp
7214	pytest-astropy	notp
7215	zigpy-deconz	notp
7216	xmlrunner	notp
7217	robocorp-workitems	tp
7218	upstash-vector	notp
7219	pytest-pythonpath	notp
7220	django-pghistory	notp
7221	aurelio-sdk	
7222	lakefs-client	notp
7223	pymorphy3	notp
7224	statistics	notp
7225	sigstore	tp
7226	usd-core	notp
7227	ailment	tp
7228	linkup-sdk	tp
7229	zigpy-xbee	notp
7230	kivy	notp
7231	archspec	notp
7232	extruct	notp
7233	pygresql	notp
7234	nvidia-riva-client	notp
7235	pyjnius	notp
7236	llama-index-llms-bedrock-converse	
7237	hammock	notp
7238	json-logic-qubit	
7239	app-common-python	
7240	llama-index-llms-openai-like	
7241	python-louvain	
7242	bitmath	notp
7243	lightkube	notp
7244	python-mecab-ko	tp
7245	llama-index-vector-stores-chroma	
7246	java-manifest	notp
7247	wbcore	
7248	sumologic-sdk	notp
7249	oslex	notp
7250	django-hosts	notp
7251	writer-sdk	notp
7252	stqdm	notp
7253	azure-cli-diff-tool	
7254	gcloud-aio-datastore	notp
7255	agent-framework-a2a	notp
7256	pybars3	notp
7257	pyleak	notp
7258	requests-gssapi	tp
7259	alibabacloud-gateway-oss	
7260	boilerpy3	notp
7261	stream-chat	notp
7262	types-aiobotocore-ssm	notp
7263	pymorphy3-dicts-ru	notp
7264	feedgen	
7265	types-mysqlclient	notp
7266	redlines	tp
7267	types-backports	notp
7268	file-read-backwards	notp
7269	lagom	notp
7270	pytest-astropy-header	notp
7271	types-aiobotocore-ses	notp
7272	canonicaljson	notp
7273	flake8-commas	tp
7274	junit-xml-2	
7275	cpuset-py3	notp
7276	langwatch	
7277	llama-index-llms-langchain	
7278	alchemy-mock	notp
7279	pyats	
7280	modelsearch	notp
7281	demoji	notp
7282	python-glanceclient	
7283	telebot	notp
7284	torch-stoi	notp
7285	testresources	
7286	pygnmi	notp
7287	eventkit	notp
7288	google-cloud-datacatalog-lineage	tp
7289	rust-civit-comfy-bindings	
7290	systemd-python	notp
7291	python-nmap	
7292	transformers-stream-generator	notp
7293	shodan	notp
7294	pytorch-msssim	notp
7295	snmpsim	notp
7296	djangorestframework-jwt	notp
7297	planetary-computer	
7298	microsoft-agents-copilotstudio-client	notp
7299	mineru-vl-utils	notp
7300	google-cloud-service-usage	tp
7301	python-mecab-ko-dic	notp
7302	azure-mgmt-automation	notp
7303	pyxnat	notp
7304	procrastinate	tp
7305	drawsvg	notp
7306	snowpark-connect-deps-2	
7307	snowpark-connect-deps-1	
7308	nemoguardrails	notp
7309	cachebox	notp
7310	multiset	notp
7311	linkml	
7312	flake8-no-implicit-concat	notp
7313	prefect-slack	
7314	guardrails-ai	
7315	all-packages	notp
7316	flake8-literal	notp
7317	nvidia-cuda-cupti	
7318	django-split-settings	
7319	qwen-agent	notp
7320	saspy	notp
7321	bgutil-ytdlp-pot-provider	
7322	dockerfile	notp
7323	pygeoif	tp
7324	pylint-junit	notp
7325	py3dmol	
7326	varint	notp
7327	mapbox	notp
7328	memory-tempfile	notp
7329	airflow-provider-lakefs	
7330	ib-insync	notp
7331	technical	tp
7332	pyro4	
7333	speedtest-cli	notp
7334	xds-protos	
7335	types-tensorflow	notp
7336	proxy-tools	notp
7337	tuf	tp
7338	dm-env	
7339	ansible-pylibssh	tp
7340	xdg-base-dirs	notp
7341	django-haystack	tp
7342	jupyter-book	
7343	reno	
7344	smartystreets-python-sdk	notp
7345	gcloud-aio-taskqueue	notp
7346	tzwhere	notp
7347	hdrpy	notp
7348	pymonetdb	
7349	gcloud-rest-datastore	notp
7350	desert	notp
7351	django-datadog-logger	tp
7352	kanboard	tp
7353	python-lsp-ruff	notp
7354	trie	notp
7355	djangorestframework-recursive	notp
7356	pyglove	notp
7357	secweb	tp
7358	matrix-client	notp
7359	target-hotglue	
7360	py-machineid	notp
7361	hyper-connections	notp
7362	ft-pandas-ta	tp
7363	metaphone	notp
7364	django-sslserver	notp
7365	ws4py	tp
7366	dishka	tp
7367	pylightxl	notp
7368	crosshair-tool	tp
7369	pyreadline	
7370	finnhub-python	
7371	bluetooth-adapters	tp
7372	mtcnn	notp
7373	praat-parselmouth	notp
7374	fast-simplification	tp
7375	concurrencytest	notp
7376	selenium-stealth	notp
7377	sagemaker-training	notp
7378	spacy-transformers	
7379	pyorc	notp
7380	upstox-python-sdk	notp
7381	sparklines	tp
7382	django-add-default-value	notp
7383	composio-core	notp
7384	openapi-codec	notp
7385	sftpserver	notp
7386	nbdime	tp
7387	pyink	tp
7388	pemja	
7389	sliceline	tp
7390	pyzipcode	notp
7391	pykcs11	tp
7392	home-assistant-bluetooth	tp
7393	marker-pdf	notp
7394	azure-communication-sms	notp
7395	twelvelabs	notp
7396	zerobouncesdk	
7397	verlib2	notp
7398	json-encoder	
7399	drain3	notp
7400	flask-script	notp
7401	fiscalyear	notp
7402	akracer	notp
7403	openinference-instrumentation-google-genai	notp
7404	gcloud-rest-taskqueue	notp
7405	llama-index-vector-stores-qdrant	
7406	pyperf	tp
7407	cognitojwt	notp
7408	geoip2-tools	notp
7409	dirsync	notp
7410	cassio	
7411	falkordb	tp
7412	compiledb	tp
7413	kimi-cli	
7414	aspose-words	notp
7415	asyncinotify	notp
7416	aiologic	tp
7417	scarf-sdk	notp
7418	snakemake-interface-common	
7419	upstash-redis	notp
7420	azure-ai-translation-text	notp
7421	certbot-dns-route53	notp
7422	quickjs	notp
7423	vonage-jwt	notp
7424	qasync	notp
7425	rtfparse	notp
7426	m2crypto	
7427	django-bootstrap4	tp
7428	fhirclient	tp
7429	os-client-config	
7430	libsast	notp
7431	python-terraform	notp
7432	gcloud-rest-bigquery	notp
7433	provide-dir	notp
7434	devpi-common	notp
7435	mwaa-dr	tp
7436	stim	notp
7437	nagisa	notp
7438	missingpy	notp
7439	pyats-easypy	
7440	agent-framework-anthropic	notp
7441	spectree	tp
7442	pyats-utils	
7443	llama-stack-client	tp
7444	sphinxcontrib-youtube	notp
7445	r7insight-python	
7446	grpc-gateway-protoc-gen-openapiv2	
7447	netflix-spectator-py	notp
7448	dagster-datadog	
7449	flask-principal	
7450	pyunpack	notp
7451	mcp-server-time	
7452	pyats-aetest	
7453	threadloop	notp
7454	bluetooth-data-tools	tp
7455	blacken-docs	tp
7456	pyats-kleenex	
7457	geoarrow-types	
7458	python-gerrit-api	notp
7459	simplification	tp
7460	missingno	notp
7461	monkeytype	notp
7462	spatial-access	
7463	python-tools-scripts	notp
7464	matrice	
7465	scrapegraph-py	
7466	pygelf	notp
7467	amazon-transcribe	notp
7468	gpxpy	notp
7469	ngram	notp
7470	airflow-mcd	
7471	pyats-aereport	
7472	shiny	notp
7473	pyats-topology	
7474	pdb-attach	notp
7475	namedlist	
7476	robotframework-sshlibrary	notp
7477	zensical	tp
7478	mjml	notp
7479	iso639-lang	notp
7480	xonsh	tp
7481	rockset	notp
7482	slicerator	notp
7483	pyats-datastructures	
7484	datadiff	
7485	graphene-django-optimizer	notp
7486	vermin	notp
7487	base32-crockford	notp
7488	pytest-loguru	
7489	pyu2f	notp
7490	tavern	notp
7491	django-bootstrap3	tp
7492	streaming-form-data	notp
7493	mailbits	notp
7494	english-words	notp
7495	mechanize	notp
7496	joblibspark	notp
7497	soda-core-snowflake	
7498	cfnresponse	notp
7499	pydeps	notp
7500	datasieve	
7501	class-doc	notp
7502	tts	notp
7503	llama-index-vector-stores-milvus	
7504	globmatch	notp
7505	rclone-python	notp
7506	apache-airflow-providers-grpc	notp
7507	htbuilder	tp
7508	jsonc-parser	notp
7509	pyats-async	
7510	langchain-azure-ai	tp
7511	pytest-reraise	notp
7512	agent-framework-copilotstudio	notp
7513	drf-flex-fields	notp
7514	scikit-survival	tp
7515	gdsfactory	
7516	pymunk	notp
7517	pyats-log	
7518	oslo-messaging	
7519	aiohttp-sse	notp
7520	conda-package-streaming	notp
7521	brainstem	
7522	tfp-nightly	notp
7523	pyats-tcl	
7524	pyats-connections	
7525	pyxero	tp
7526	sphinx-rtd-dark-mode	notp
7527	pyats-results	
7528	casbin-sqlalchemy-adapter	notp
7529	taktile-auth	
7530	dawg-python	notp
7531	plato-sdk	
7532	pyld	notp
7533	scrypt	notp
7534	dash-daq	notp
7535	currency-symbols	notp
7536	django-ninja-extra	notp
7537	langchain-neo4j	tp
7538	pyats-reporter	
7539	awsiot	notp
7540	awslabs-s3-tables-mcp-server	tp
7541	dragonmapper	
7542	jsonschema-pydantic-converter	tp
7543	pymysqllock	
7544	ldfparser	notp
7545	flake8-rst-docstrings	notp
7546	uptime	notp
7547	trickkiste	notp
7548	pksuid	notp
7549	pgzip	notp
7550	wiremock	
7551	pyuca	notp
7552	google-cloud-securitycenter	tp
7553	cognitive-complexity	notp
7554	ruff-lsp	notp
7555	pyowm	tp
7556	presto-client	notp
7557	kosong	
7558	lifetimes	notp
7559	streamlit-pdf-viewer	notp
7560	ydf	notp
7561	deepdiff6	notp
7562	poyo	notp
7563	google-oauth	
7564	python-tss-sdk	
7565	srptools	notp
7566	awslabs-dynamodb-mcp-server	tp
7567	cn2an	notp
7568	lucopy	
7569	mkdocs-kroki-plugin	notp
7570	dbt-artifacts-parser	notp
7571	agent-framework-purview	notp
7572	tardis-client	notp
7573	phonemizer-fork	notp
7574	mo-dots	notp
7575	compoundfiles	
7576	markdown-inline-graphviz-extension	notp
7577	solc-select	tp
7578	jac-cloud	
7579	cybrid-api-id-python	notp
7580	mo-future	notp
7581	quandl	notp
7582	qwen-tts	
7583	sentry-prevent-cli	
7584	abi3audit	tp
7585	lazr-uri	
7586	slack	notp
7587	py2neo-history	notp
7588	python-xmp-toolkit	notp
7589	cybrid-api-organization-python	notp
7590	voluptuous-serialize	notp
7591	neo4j-rust-ext	notp
7592	celery-progress	notp
7593	cdifflib	notp
7594	wolframalpha	notp
7595	kivy-garden	notp
7596	meshcat	
7597	pylama	notp
7598	pytorch-ignite	notp
7599	azure-search	notp
7600	complexipy	tp
7601	nglview	notp
7602	emot	notp
7603	flake8-cognitive-complexity	notp
7604	simple-settings	notp
7605	psycopg2-pool	notp
7606	swesmith	notp
7607	graphene-file-upload	notp
7608	percy-appium-app	notp
7609	mdx-include	notp
7610	trogon	notp
7611	fastecdsa	tp
7612	tensorizer	notp
7613	dbt-glue	notp
7614	rcslice	notp
7615	english	notp
7616	laszip	tp
7617	xatlas	notp
7618	aws-cdk-aws-neptune-alpha	notp
7619	pytest-console-scripts	tp
7620	superqt	tp
7621	aiocron	notp
7622	localstack-obfuscator	
7623	cyclic	notp
7624	orion-py-client	
7625	django-templated-mail	notp
7626	openinference-instrumentation-litellm	notp
7627	runwayml	notp
7628	msgpack-numpy-opentensor	notp
7629	diastatic-malt	notp
7630	logstash-python-formatter	notp
7631	espeakng-loader	
7632	pulp-glue	notp
7633	contentful	notp
7634	mo-imports	notp
7635	flet-web	tp
7636	advanced-alchemy	
7637	django-rosetta	notp
7638	exrex	notp
7639	pytest-md	notp
7640	graphene-pydantic	notp
7641	pynmeagps	tp
7642	matplotlib-venn	notp
7643	llama-index-llms-ollama	
7644	matrice-common	
7645	dvc-gs	tp
7646	loopmon	notp
7647	requests-credssp	tp
7648	clang-tidy	tp
7649	agent-framework-ag-ui	notp
7650	rocketchat-api	tp
7651	kmeans1d	notp
7652	skypilot-nightly	notp
7653	python-active-directory	notp
7654	nmslib	notp
7655	dbus-next	notp
7656	tfx-bsl	
7657	dataframe-image	notp
7658	pbkdf2	
7659	squareup	
7660	qdarkstyle	notp
7661	cache-dit	notp
7662	piper-tts	tp
7663	configspace	tp
7664	mbridge	tp
7665	oslo-policy	
7666	ledoc-ui	
7667	apache-airflow-providers-teradata	notp
7668	wadllib	
7669	partialjson	notp
7670	load-dotenv	notp
7671	dtaidistance	notp
7672	hcloud	tp
7673	terraform-compliance	notp
7674	exhale	notp
7675	daytona-sdk	
7676	blurhash	tp
7677	sigstore-rekor-types	tp
7678	prefect-email	tp
7679	aplr	notp
7680	torchcrepe	notp
7681	rasterstats	
7682	wmctrl	tp
7683	jaeger-client	notp
7684	linkml-runtime	
7685	jarvis-tools	notp
7686	aws	notp
7687	aim	
7688	aiohttp-session	notp
7689	python-gettext	notp
7690	ulid-transform	tp
7691	pickley	tp
7692	fcm-django	notp
7693	azureml-inference-server-http	
7694	vosk	notp
7695	django-better-admin-arrayfield	notp
7696	none	notp
7697	openseespy	notp
7698	oslo-db	
7699	objectpath	
7700	panphon	notp
7701	retina-face	
7702	label-studio	notp
7703	jose	notp
7704	llama-index-graph-stores-neo4j	
7705	pulumi-snowflake	notp
7706	django-bulk-update	notp
7707	templatepptx	notp
7708	launchpadlib	
7709	deeplake	notp
7710	python-digitalocean	notp
7711	autowrapt	notp
7712	isbnlib	notp
7713	stepfunctions	notp
7714	salamandra	notp
7715	streamlit-agraph	notp
7716	aiounittest	notp
7717	copulas	tp
7718	tendo	notp
7719	logfmter	notp
7720	freud-analysis	tp
7721	install-playwright	tp
7722	wimpy	notp
7723	megatron-core	notp
7724	tfparse	tp
7725	genai-perf	notp
7726	types-aiobotocore-cognito-idp	notp
7727	shinychat	tp
7728	scrapingbee	notp
7729	piccolo	notp
7730	prefect-ray	tp
7731	azureml-train-automl	
7732	pydriller	tp
7733	torchlibrosa	notp
7734	change-wheel-version	
7735	oslo-middleware	
7736	fernet	
7737	pymupdf-layout	
7738	basicsr	notp
7739	ansys-tools-common	tp
7740	cybrid-api-bank-python	notp
7741	django-nose	notp
7742	h2o	notp
7743	pytest-mypy-plugins	notp
7744	ipylab	tp
7745	axe-selenium-python	tp
7746	coverage-conditional-plugin	notp
7747	opencensus-ext-requests	notp
7748	django-cache-memoize	notp
7749	pyvo	notp
7750	agent-framework-chatkit	notp
7751	youtube-dl	notp
7752	starlette-cramjam	notp
7753	flask-security-too	tp
7754	pyinfra	notp
7755	virtualenvwrapper	
7756	rfc3161-client	
7757	whylogs	
7758	spotinst-agent-2	
7759	pulumi-docker-build	notp
7760	zxing-cpp	tp
7761	html-for-docx	tp
7762	imperfect	tp
7763	css-html-js-minify	notp
7764	pip-install-test	
7765	optimum-quanto	notp
7766	tftpy	notp
7767	cupy-cuda13x	tp
7768	rapidata	
7769	pypruningradixtrie	notp
7770	internetarchive	notp
7771	pulumi-awsx	notp
7772	alpha-vantage	notp
7773	nptyping	notp
7774	pyscreenshot	notp
7775	detect-delimiter	
7776	arm-pyart	notp
7777	interruptingcow	
7778	qds-sdk	notp
7779	asynciolimiter	tp
7780	einshape	
7781	pysqlite3	
7782	types-zxcvbn	notp
7783	wemake-python-styleguide	notp
7784	django-cotton	
7785	django-pipeline	notp
7786	datetimerange	tp
7787	johnnydep	notp
7788	asdf-standard	notp
7789	quantulum3	tp
7790	pdm-pep517	notp
7791	airflow-clickhouse-plugin	tp
7792	jsonobject	tp
7793	pytest-harvest	notp
7794	cheap-repr	notp
7795	types-aiobotocore-kinesis	notp
7796	hyper	
7797	bigquery	notp
7798	django-admin-interface	tp
7799	vonage-utils	notp
7800	pynliner	
7801	hyperbrowser	tp
7802	crispy-bootstrap3	notp
7803	dagster-dlt	
7804	gfpgan	notp
7805	primer3-py	notp
7806	sagemaker-inference	notp
7807	argo-workflows	
7808	psd-tools	
7809	tlslite-ng	notp
7810	streamlit-code-editor	notp
7811	types-sqlalchemy	notp
7812	doc-warden	notp
7813	rowan	tp
7814	hurry	
7815	orq-ai-sdk	notp
7816	fastapi-restful	
7817	ibm-secrets-manager-sdk	notp
7818	ipadic	notp
7819	sphinx-multiversion	
7820	mkdocs-exclude	notp
7821	i18nice	tp
7822	json-rpc	notp
7823	snakemake-interface-storage-plugins	tp
7824	radish-bdd	
7825	snoop	notp
7826	elasticsearch7	notp
7827	pykaos	
7828	pytubefix	notp
7829	peakrdl-regblock	tp
7830	fastkml	tp
7831	aspy-yaml	notp
7832	rapids-dask-dependency	
7833	cmudict	notp
7834	nvidia-cufile	
7835	rudder-sdk-python	notp
7836	ringcentral	notp
7837	eppo-server-sdk	notp
7838	pgmpy	tp
7839	circus	notp
7840	pwlf	notp
7841	ubiquerg	tp
7842	uncurl	notp
7843	ipfshttpclient	
7844	cwl-utils	
7845	pylibiio	notp
7846	devpi-client	notp
7847	ghostscript	
7848	webassets	notp
7849	pandapower	
7850	assisted-service-client	notp
7851	parsnip-cif	tp
7852	s3torchconnectorclient	
7853	pytest-regex	notp
7854	streamlit-authenticator	notp
7855	simplejpeg	tp
